season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
3,0,7,8,0,6,0,1,0.84,0.49,0.2537,109
3,1,7,22,0,1,1,2,0.72,0.58,0.1045,224
2,0,4,19,0,4,1,1,0.46,0.28,0.2836,324
3,0,6,15,0,4,1,2,0.76,0.52,0.3582,189
2,0,4,6,0,3,1,1,0.56,0.94,0.2537,84
2,0,5,10,0,5,1,1,0.72,0.54,0.3881,153
4,1,12,6,0,2,1,1,0.36,0.93,0.1642,118
4,1,12,3,0,5,1,1,0.2,0.69,0.1045,12
2,0,4,8,0,5,1,1,0.54,0.39,0.2985,421
4,0,12,6,0,5,1,1,0.22,0.8,0.0896,63
2,0,5,16,0,4,1,1,0.58,0.64,0.194,302
2,1,4,7,0,4,1,3,0.46,0.82,0.3582,225
3,0,7,3,0,2,1,1,0.68,0.89,0.1343,4
2,0,4,17,0,3,1,1,0.46,0.67,0.2985,309
3,1,9,7,0,5,1,1,0.64,0.89,0.1045,486
2,0,5,15,0,3,1,1,0.76,0.52,0.2537,182
1,1,1,13,0,3,1,1,0.34,0.49,0.1343,212
4,1,11,8,1,1,0,1,0.42,0.82,0.1642,540
2,1,4,7,0,2,1,1,0.34,0.71,0.1045,384
2,0,4,2,0,0,0,1,0.26,0.7,0.1343,24
1,0,12,5,0,6,0,2,0.36,0.76,0.2239,1
2,1,4,16,0,4,1,1,0.62,0.41,0.1045,387
2,1,5,17,0,6,0,2,0.78,0.52,0.2537,462
3,0,8,11,0,2,1,1,0.7,0.34,0.1045,186
4,1,12,23,0,0,0,2,0.36,0.93,0.1343,33
4,1,10,7,0,3,1,1,0.5,0.88,0.0896,526
3,0,7,2,0,6,0,1,0.64,0.89,0.1642,55
2,1,4,12,0,5,1,1,0.5,0.31,0.0,322
2,1,6,13,0,1,1,2,0.8,0.41,0.2985,248
3,0,8,7,0,2,1,1,0.64,0.69,0.2537,346
2,0,3,3,0,2,1,1,0.44,0.82,0.2239,5
2,0,3,17,0,6,0,1,0.32,0.24,0.2239,203
3,0,8,11,0,1,1,1,0.72,0.34,0.3284,131
4,1,12,21,0,3,1,2,0.3,0.52,0.2537,202
1,0,2,10,0,4,1,1,0.12,0.42,0.2985,35
4,0,12,12,0,0,0,1,0.26,0.35,0.0,288
1,1,3,20,0,4,1,2,0.58,0.6,0.3582,330
1,0,2,14,0,2,1,2,0.22,0.8,0.0896,54
2,0,4,0,0,6,0,2,0.36,0.81,0.2239,43
1,0,1,19,0,4,1,1,0.22,0.55,0.0896,112
4,0,10,4,0,1,1,1,0.52,0.59,0.1642,5
2,0,5,3,0,2,1,2,0.58,0.94,0.1045,2
3,1,9,15,0,1,1,2,0.64,0.65,0.2537,338
2,1,3,9,0,0,0,2,0.4,0.94,0.2537,118
1,0,1,17,0,3,1,1,0.2,0.47,0.3582,139
1,1,2,13,0,4,1,1,0.3,0.42,0.3284,154
2,1,4,0,0,5,1,1,0.48,0.67,0.1045,64
3,0,7,9,0,4,1,2,0.8,0.75,0.2537,200
2,1,5,1,0,0,0,2,0.54,0.68,0.1343,94
4,0,9,4,0,1,1,2,0.62,0.94,0.0896,6
3,1,7,8,0,1,1,2,0.72,0.74,0.1045,751
4,0,10,7,0,0,0,1,0.44,0.86,0.0,44
2,1,4,22,0,2,1,1,0.4,0.37,0.4925,127
2,0,3,9,0,2,1,2,0.4,0.58,0.4627,178
4,0,12,11,0,5,1,1,0.32,0.7,0.2537,136
1,0,2,4,0,2,1,1,0.22,0.37,0.5224,1
2,0,4,16,0,6,0,1,0.6,0.73,0.2836,426
4,0,10,9,0,5,1,1,0.32,0.57,0.2239,229
3,1,9,1,0,0,0,1,0.54,0.64,0.0,117
4,0,11,13,0,6,0,1,0.42,0.3,0.2836,363
1,1,1,6,0,0,0,2,0.16,0.74,0.2239,4
3,1,6,8,0,2,1,1,0.56,0.49,0.3284,656
4,0,11,20,0,1,1,1,0.4,0.71,0.0,204
4,0,11,11,0,4,1,2,0.46,0.67,0.3881,108
2,1,5,19,0,3,1,1,0.54,0.77,0.2537,504
3,1,7,5,0,6,0,1,0.74,0.74,0.194,14
3,1,9,9,1,1,0,2,0.7,0.84,0.1343,229
2,1,3,3,0,4,1,1,0.52,0.83,0.0896,7
1,1,3,17,0,0,0,1,0.52,0.27,0.2985,498
3,0,8,7,0,3,1,1,0.6,0.78,0.0,328
1,1,2,14,0,2,1,1,0.44,0.38,0.2537,138
3,0,9,14,0,0,0,2,0.58,0.56,0.1343,311
2,0,4,19,0,5,1,1,0.34,0.49,0.3284,136
4,1,10,5,0,2,1,2,0.38,0.82,0.194,19
4,1,11,2,0,1,1,2,0.3,0.56,0.1642,6
2,0,3,6,0,6,0,1,0.18,0.55,0.194,10
3,0,9,4,0,0,0,1,0.6,0.83,0.1343,9
1,1,2,2,0,5,1,2,0.3,0.93,0.1045,12
3,0,8,22,0,6,0,2,0.7,0.84,0.3284,120
3,0,8,8,0,1,1,1,0.74,0.58,0.3284,349
3,0,7,16,0,2,1,1,0.86,0.36,0.2836,254
2,1,6,18,0,2,1,1,0.8,0.55,0.1642,795
3,1,7,12,0,0,0,2,0.7,0.7,0.1045,504
2,0,4,9,0,0,0,2,0.38,0.94,0.1343,81
4,0,10,17,0,3,1,1,0.64,0.47,0.2537,591
1,1,12,1,0,0,0,2,0.26,0.56,0.4179,28
2,0,4,6,0,3,1,1,0.24,0.7,0.1045,56
4,0,9,14,0,2,1,2,0.68,0.79,0.1045,152
4,0,10,21,0,3,1,2,0.58,0.94,0.1343,85
1,1,2,21,0,3,1,1,0.52,0.52,0.1642,233
3,1,9,21,0,1,1,3,0.62,0.83,0.2239,233
2,1,4,11,0,2,1,1,0.5,0.36,0.0,239
1,0,2,21,0,5,1,1,0.28,0.48,0.3881,63
2,1,4,3,0,0,0,2,0.52,0.59,0.1343,45
3,0,8,16,0,0,0,3,0.72,0.74,0.2985,193
1,0,3,23,0,6,0,2,0.44,0.77,0.2985,44
3,0,9,13,0,0,0,1,0.74,0.58,0.1045,350
4,0,11,15,0,0,0,1,0.48,0.51,0.194,306
2,1,4,6,0,6,0,1,0.34,0.76,0.1642,21
2,1,5,5,0,0,0,1,0.62,0.83,0.194,7
2,1,6,9,0,2,1,1,0.64,0.73,0.0896,328
1,0,2,14,0,0,0,1,0.34,0.46,0.0896,161
4,0,11,15,0,1,1,1,0.56,0.37,0.1045,170
4,1,11,7,0,2,1,1,0.2,0.69,0.1642,387
1,0,12,4,0,5,1,3,0.38,0.94,0.2836,2
4,1,11,17,0,4,1,2,0.36,0.57,0.2239,563
1,1,2,8,0,4,1,1,0.2,0.64,0.2537,484
1,0,1,3,0,4,1,1,0.26,0.56,0.1642,1
4,1,11,10,0,5,1,1,0.34,0.53,0.194,198
3,0,9,15,0,3,1,2,0.66,0.74,0.1045,185
3,1,8,22,0,0,0,1,0.72,0.79,0.0896,157
3,1,7,8,0,0,0,2,0.7,0.84,0.1343,133
3,0,9,3,0,2,1,3,0.54,0.94,0.2985,1
3,1,7,18,0,3,1,1,0.78,0.38,0.2537,814
1,0,1,17,0,0,0,1,0.3,0.56,0.194,77
3,0,9,23,0,2,1,1,0.56,0.94,0.0,81
1,1,1,0,1,1,0,1,0.4,0.4,0.4627,39
1,1,3,13,0,1,1,2,0.54,0.32,0.2537,250
3,0,7,5,0,0,0,1,0.78,0.66,0.0896,8
3,1,8,10,0,2,1,1,0.74,0.62,0.2537,204
4,1,12,22,0,3,1,1,0.34,0.61,0.0896,129
4,0,9,21,0,0,0,1,0.62,0.94,0.0896,137
2,0,4,19,0,2,1,1,0.64,0.73,0.4179,328
1,1,1,19,1,1,0,1,0.24,0.38,0.2239,93
2,1,4,19,0,0,0,1,0.52,0.55,0.2239,346
4,1,10,17,0,3,1,1,0.7,0.65,0.0,917
2,1,6,5,0,1,1,1,0.64,0.78,0.1343,37
1,0,2,16,0,1,1,2,0.36,0.57,0.1343,114
1,1,1,12,0,4,1,1,0.2,0.51,0.194,111
1,0,2,4,0,6,0,2,0.22,0.6,0.0896,2
4,1,10,15,0,2,1,3,0.3,0.87,0.2537,124
4,0,10,2,0,0,0,1,0.42,0.54,0.1343,65
4,0,10,9,0,3,1,2,0.48,0.63,0.2239,240
1,1,12,18,0,6,0,1,0.26,0.44,0.4627,82
2,1,5,17,0,0,0,1,0.78,0.49,0.2985,522
2,1,6,7,0,6,0,1,0.58,0.64,0.1045,87
1,0,2,8,0,4,1,1,0.1,0.49,0.3284,178
1,0,1,16,0,2,1,2,0.32,0.42,0.0,116
4,1,10,11,0,0,0,1,0.56,0.52,0.2985,494
2,0,5,21,0,3,1,1,0.4,0.62,0.1642,150
1,1,1,14,0,2,1,1,0.42,0.38,0.2985,106
4,0,10,6,0,0,0,1,0.32,0.87,0.1045,12
2,1,4,15,0,0,0,1,0.5,0.55,0.2537,573
1,0,1,19,0,6,0,3,0.42,0.88,0.2537,37
3,0,9,12,0,3,1,3,0.56,0.94,0.0,22
1,1,3,6,0,4,1,1,0.42,0.77,0.2537,109
1,1,2,14,0,3,1,1,0.44,0.54,0.3284,177
1,0,1,9,0,4,1,2,0.18,0.51,0.0,122
3,0,6,18,0,2,1,3,0.8,0.55,0.2985,504
1,1,1,5,0,2,1,3,0.32,0.66,0.3284,13
2,1,6,22,0,4,1,2,0.64,0.65,0.2239,242
3,0,9,0,0,6,0,1,0.46,0.72,0.1642,108
3,0,8,12,0,2,1,1,0.76,0.48,0.3284,162
2,0,4,14,0,4,1,1,0.56,0.35,0.0896,137
3,1,7,21,0,3,1,1,0.72,0.45,0.1343,397
3,1,7,15,0,3,1,1,0.78,0.31,0.0896,317
3,0,7,0,0,3,1,2,0.78,0.52,0.1642,45
4,0,9,19,0,6,0,1,0.62,0.88,0.0,308
3,0,8,21,0,6,0,1,0.72,0.7,0.2239,225
3,0,9,23,0,2,1,1,0.64,0.78,0.1045,74
2,0,4,1,0,4,1,1,0.42,0.47,0.1343,13
1,1,1,23,0,2,1,1,0.46,0.72,0.3881,61
3,0,6,5,0,4,1,1,0.72,0.74,0.1642,24
4,0,9,22,0,2,1,1,0.6,0.88,0.0896,121
3,0,6,0,0,3,1,2,0.68,0.79,0.2836,36
1,0,2,15,0,4,1,3,0.4,0.54,0.3881,63
2,0,4,9,0,3,1,2,0.6,0.88,0.4179,181
4,0,10,3,0,1,1,1,0.4,0.82,0.0896,4
4,0,11,21,0,3,1,1,0.4,0.87,0.0,161
2,0,5,4,0,2,1,3,0.54,0.94,0.2537,4
2,0,5,6,1,1,0,2,0.64,0.94,0.0896,16
3,0,6,19,0,6,0,1,0.72,0.48,0.2836,375
1,0,3,8,0,2,1,1,0.26,0.7,0.0896,282
3,1,6,0,0,4,1,1,0.74,0.7,0.0896,69
2,1,6,21,0,5,1,1,0.7,0.37,0.1343,339
2,1,5,13,0,0,0,1,0.76,0.58,0.194,498
1,0,1,22,0,3,1,1,0.16,0.55,0.4478,33
2,0,6,17,0,6,0,2,0.72,0.34,0.2537,344
4,0,10,5,0,5,1,2,0.3,0.61,0.2537,25
2,1,3,21,0,4,1,1,0.44,0.44,0.2836,224
2,0,4,14,0,0,0,1,0.7,0.54,0.3284,420
3,1,9,11,0,6,0,2,0.8,0.55,0.2239,492
2,1,6,12,0,1,1,2,0.8,0.43,0.194,261
4,1,12,16,0,3,1,1,0.46,0.33,0.2836,377
1,0,1,5,0,6,0,1,0.16,0.59,0.0,1
3,1,7,16,0,6,0,2,0.72,0.79,0.3582,566
2,1,6,11,0,6,0,1,0.66,0.39,0.1642,566
4,0,10,13,0,4,1,2,0.64,0.83,0.1642,162
2,0,5,9,0,3,1,1,0.68,0.65,0.0896,234
4,1,11,16,0,5,1,1,0.38,0.4,0.3284,421
4,0,9,2,0,6,0,2,0.58,0.94,0.0896,68
3,0,6,3,0,3,1,2,0.66,0.83,0.1045,5
4,0,11,13,0,2,1,3,0.54,0.6,0.2239,153
2,0,5,18,0,3,1,1,0.62,0.5,0.2985,274
3,0,9,2,0,0,0,2,0.62,0.78,0.194,76
4,1,9,14,0,4,1,2,0.76,0.45,0.0896,258
2,1,5,8,0,0,0,1,0.56,0.64,0.1642,156
2,1,4,9,0,0,0,3,0.4,0.82,0.2537,79
3,0,7,18,0,3,1,1,0.82,0.28,0.1045,541
2,0,6,22,0,2,1,1,0.7,0.65,0.1343,153
1,1,3,22,0,1,1,2,0.56,0.56,0.2239,133
2,1,5,20,0,3,1,2,0.54,0.6,0.1343,431
2,1,6,18,0,4,1,1,0.74,0.42,0.194,823
4,1,10,11,0,3,1,1,0.66,0.78,0.1642,230
1,0,1,23,0,2,1,2,0.22,0.64,0.1642,40
3,1,8,21,0,0,0,1,0.64,0.83,0.1343,166
4,0,12,15,0,6,0,1,0.38,0.46,0.0,337
2,1,3,19,0,1,1,1,0.42,0.24,0.3582,458
2,0,3,12,0,3,1,2,0.34,0.87,0.2239,87
1,1,2,18,0,3,1,1,0.4,0.4,0.2239,468
3,1,6,18,0,0,0,1,0.82,0.34,0.2537,534
1,0,1,19,0,1,1,1,0.3,0.61,0.1045,111
3,1,7,10,0,5,1,1,0.84,0.47,0.0,231
4,0,11,7,0,3,1,2,0.46,1.0,0.0896,156
2,0,4,3,0,3,1,1,0.26,0.6,0.1343,4
3,1,7,19,0,6,0,2,0.6,0.88,0.1642,238
2,0,6,9,0,1,1,1,0.62,0.46,0.3582,224
2,1,4,16,0,5,1,1,0.66,0.44,0.194,580
3,0,6,15,0,1,1,2,0.74,0.55,0.0,202
2,1,3,10,0,5,1,2,0.36,0.57,0.1045,187
2,1,4,7,0,6,0,1,0.5,0.82,0.2836,76
4,0,11,21,0,2,1,2,0.5,0.77,0.0896,168
3,1,8,13,0,2,1,1,0.8,0.46,0.0896,286
4,1,11,4,0,2,1,3,0.3,0.81,0.194,5
2,0,5,22,0,4,1,1,0.7,0.65,0.1343,180
1,1,1,22,0,6,0,2,0.18,0.74,0.2985,59
1,1,1,14,0,6,0,1,0.5,0.42,0.2836,512
3,1,9,9,0,3,1,1,0.74,0.7,0.2537,290
1,0,2,6,0,4,1,2,0.12,0.54,0.2836,26
4,1,11,11,1,4,0,1,0.42,0.41,0.0896,232
1,1,1,12,0,4,1,1,0.3,0.49,0.2537,120
3,1,8,23,0,0,0,1,0.62,0.83,0.0896,80
1,0,12,6,0,6,0,2,0.4,0.71,0.0896,6
3,1,7,20,0,0,0,1,0.84,0.39,0.1343,332
1,0,3,0,0,6,0,1,0.26,0.6,0.1343,34
2,0,4,3,0,6,0,2,0.42,0.54,0.194,17
1,1,12,16,0,5,1,2,0.3,0.39,0.3284,281
1,0,2,23,0,5,1,2,0.24,0.7,0.1343,31
4,0,11,5,0,0,0,2,0.42,0.67,0.2836,4
2,1,4,5,0,5,1,2,0.34,0.53,0.1642,21
3,1,9,21,0,6,0,3,0.64,0.89,0.0,104
2,0,5,20,0,4,1,1,0.54,0.77,0.2836,282
1,1,12,19,0,4,1,1,0.24,0.6,0.2836,117
4,0,10,8,0,0,0,1,0.36,0.87,0.1343,88
2,0,4,7,0,6,0,3,0.34,1.0,0.1642,19
1,1,1,20,0,1,1,1,0.3,0.39,0.1642,181
2,0,4,21,0,6,0,2,0.36,0.93,0.1343,75
3,0,8,3,0,2,1,1,0.56,0.52,0.2836,6
2,1,6,13,0,4,1,1,0.7,0.37,0.2836,315
4,1,10,1,0,1,1,1,0.44,0.77,0.0896,18
1,1,1,17,0,1,1,3,0.22,0.87,0.0,152
4,1,9,23,0,6,0,1,0.5,0.59,0.0896,196
4,1,10,20,0,3,1,1,0.7,0.65,0.0,497
4,0,12,4,0,6,0,1,0.24,0.65,0.1642,9
1,0,3,11,0,0,0,2,0.42,1.0,0.2239,62
3,0,7,16,0,0,0,1,0.92,0.17,0.2836,306
2,0,6,2,0,6,0,1,0.7,0.79,0.1045,60
3,1,8,18,0,4,1,2,0.82,0.46,0.2537,811
2,1,4,7,0,3,1,1,0.34,0.71,0.0,389
2,1,4,1,0,1,1,1,0.46,0.41,0.1343,16
4,0,9,9,0,2,1,3,0.64,0.89,0.194,193
1,0,2,13,0,0,0,1,0.38,0.29,0.3582,154
4,1,11,19,0,0,0,1,0.26,0.41,0.0,127
4,0,12,20,0,4,1,1,0.26,0.6,0.1045,175
4,0,10,2,0,6,0,3,0.3,0.87,0.2985,17
4,0,10,19,0,3,1,1,0.5,0.82,0.0,331
3,1,9,18,0,2,1,1,0.64,0.36,0.1642,877
1,1,3,2,0,2,1,1,0.54,0.88,0.0896,10
4,1,12,3,0,0,0,2,0.26,0.93,0.0,25
3,0,7,23,0,0,0,1,0.72,0.66,0.2537,72
2,0,5,15,0,0,0,1,0.6,0.49,0.0,358
3,1,7,18,0,6,0,1,0.82,0.43,0.2836,481
1,0,2,19,0,4,1,3,0.34,0.93,0.2985,115
4,1,11,16,0,0,0,1,0.4,0.4,0.3284,435
2,1,5,12,0,5,1,1,0.62,0.41,0.194,360
2,1,6,9,0,6,0,1,0.64,0.57,0.1642,340
1,1,1,1,0,0,0,2,0.16,0.47,0.2985,42
2,0,5,0,0,3,1,2,0.52,0.55,0.1343,38
2,0,5,21,0,3,1,1,0.52,0.88,0.0,85
4,1,11,6,0,1,1,2,0.36,0.66,0.2537,131
2,0,4,18,1,5,0,2,0.46,0.67,0.3881,263
2,0,5,10,0,2,1,2,0.56,0.37,0.0896,127
4,0,9,6,0,2,1,2,0.62,0.94,0.1045,124
3,0,7,13,0,2,1,1,0.82,0.43,0.1045,203
1,1,12,16,0,6,0,1,0.3,0.39,0.4478,147
3,1,6,19,0,1,1,1,0.74,0.27,0.4627,582
2,0,5,0,0,4,1,1,0.36,0.66,0.194,27
4,0,11,5,0,0,0,1,0.34,0.61,0.1642,5
4,1,11,15,0,4,1,2,0.38,0.58,0.1642,217
2,1,6,13,0,2,1,2,0.6,0.46,0.1642,267
4,0,11,8,1,4,0,1,0.3,0.65,0.0896,46
2,0,6,2,0,1,1,1,0.64,0.89,0.0896,2
4,0,10,4,0,5,1,1,0.36,0.71,0.1642,6
1,0,3,7,0,5,1,1,0.4,0.66,0.194,123
2,1,4,7,0,1,1,3,0.3,0.81,0.2537,207
1,1,2,14,0,3,1,2,0.3,0.56,0.1642,108
4,0,10,10,0,2,1,2,0.56,0.68,0.0,102
1,0,12,13,0,3,1,3,0.44,0.94,0.2985,58
1,0,3,14,0,3,1,1,0.52,0.23,0.2985,96
1,1,1,4,0,2,1,2,0.3,1.0,0.0896,2
1,1,1,13,0,0,0,1,0.42,0.58,0.2836,223
3,0,9,4,0,6,0,1,0.58,0.94,0.0896,7
1,1,12,0,0,0,0,2,0.26,0.6,0.1642,41
2,1,6,10,0,3,1,2,0.64,0.65,0.4179,198
1,0,2,9,0,0,0,1,0.22,0.47,0.2836,55
3,0,6,5,0,1,1,2,0.62,0.83,0.1642,22
2,0,4,5,0,4,1,1,0.34,0.76,0.2239,6
4,1,12,12,0,3,1,1,0.4,0.54,0.2836,236
1,0,12,0,0,4,1,2,0.22,0.47,0.194,28
3,1,6,8,0,1,1,1,0.66,0.69,0.194,608
3,1,7,6,0,2,1,1,0.64,0.89,0.1642,194
4,1,11,8,0,2,1,1,0.22,0.69,0.1642,588
1,1,1,3,0,4,1,2,0.28,0.75,0.0896,6
4,0,11,19,0,3,1,1,0.4,0.76,0.1343,282
2,0,5,20,0,1,1,1,0.64,0.83,0.2239,310
2,0,5,2,0,1,1,1,0.44,0.94,0.0,8
3,0,9,8,0,4,1,3,0.62,0.94,0.1343,195
4,0,10,18,0,4,1,1,0.54,0.64,0.0896,538
1,1,2,5,0,0,0,2,0.26,0.48,0.2985,2
4,1,12,1,0,0,0,2,0.3,0.87,0.0896,94
3,0,8,15,0,2,1,1,0.72,0.34,0.2239,601
3,0,9,2,0,2,1,1,0.6,0.78,0.0,2
4,1,11,3,0,6,0,1,0.26,0.65,0.194,21
1,1,3,3,0,6,0,1,0.26,0.41,0.2985,16
1,1,2,15,0,2,1,1,0.44,0.38,0.194,146
1,1,1,20,0,4,1,2,0.42,0.71,0.194,240
2,1,3,13,0,1,1,1,0.48,0.29,0.6866,301
1,1,1,13,0,6,0,1,0.22,0.44,0.2836,220
4,1,10,12,0,6,0,1,0.56,0.46,0.1045,703
3,0,8,16,0,5,1,1,0.8,0.49,0.2537,330
1,1,1,22,0,5,1,2,0.2,0.37,0.2239,72
4,1,12,3,0,2,1,3,0.36,0.76,0.2836,3
1,1,3,13,0,2,1,1,0.6,0.6,0.3881,233
2,1,4,16,0,2,1,1,0.58,0.21,0.2537,362
4,1,11,23,0,5,1,1,0.32,0.81,0.0896,162
2,0,5,0,0,3,1,2,0.54,0.88,0.2239,23
2,1,4,11,0,4,1,1,0.42,0.47,0.2985,224
4,1,12,17,0,0,0,2,0.38,0.82,0.1045,243
3,0,8,21,0,0,0,3,0.6,0.88,0.4925,155
4,1,10,0,0,4,1,1,0.46,0.88,0.194,57
1,1,3,20,0,6,0,1,0.56,0.64,0.194,271
2,1,3,1,0,3,1,1,0.52,0.83,0.0896,26
1,1,1,3,0,4,1,1,0.12,0.54,0.1045,4
1,0,3,8,0,1,1,2,0.3,0.56,0.1343,241
2,0,5,11,0,6,0,2,0.52,0.94,0.1343,279
3,1,9,22,0,0,0,1,0.58,0.49,0.2537,189
3,1,7,11,0,4,1,1,0.9,0.35,0.2985,244
1,1,1,9,0,6,0,1,0.14,0.5,0.1045,81
3,0,8,14,0,3,1,1,0.82,0.36,0.1642,192
4,0,10,4,0,6,0,1,0.44,0.58,0.4179,8
4,0,9,1,0,2,1,1,0.62,0.94,0.1642,10
1,0,2,15,0,1,1,1,0.56,0.21,0.6567,90
1,1,1,18,0,2,1,1,0.14,0.26,0.5224,224
1,1,2,12,0,0,0,1,0.3,0.39,0.1343,305
2,1,5,8,0,3,1,1,0.58,0.83,0.0,650
3,1,8,19,0,6,0,1,0.7,0.45,0.1642,488
4,1,10,18,0,3,1,1,0.7,0.65,0.0,810
1,1,2,15,0,6,0,2,0.3,0.61,0.2985,124
2,0,4,4,0,1,1,1,0.46,0.94,0.194,1
1,0,1,16,0,5,1,1,0.16,0.26,0.3582,97
2,0,5,3,0,0,0,2,0.52,1.0,0.0,32
2,1,4,17,0,3,1,2,0.42,0.77,0.194,488
3,0,9,2,0,3,1,1,0.54,0.94,0.0,6
4,1,11,15,1,4,0,1,0.48,0.29,0.0,228
2,1,5,15,0,5,1,1,0.76,0.62,0.194,466
1,0,2,21,0,5,1,1,0.58,0.21,0.4925,72
2,1,4,9,0,6,0,1,0.42,0.54,0.1343,265
1,0,3,13,0,0,0,1,0.38,0.34,0.0,203
1,1,3,0,0,1,1,1,0.24,0.44,0.194,17
3,1,7,12,0,5,1,1,0.84,0.49,0.3582,299
2,1,6,18,0,2,1,1,0.68,0.83,0.194,653
2,1,5,1,0,5,1,1,0.62,0.83,0.0896,42
3,1,8,6,0,6,0,2,0.62,0.88,0.1045,23
2,1,5,10,0,4,1,2,0.52,0.77,0.0,168
3,0,6,17,0,5,1,1,0.76,0.37,0.2537,557
4,0,9,11,0,1,1,1,0.68,0.79,0.2239,159
1,1,12,7,0,0,0,1,0.24,0.56,0.3582,13
1,0,2,23,0,3,1,1,0.38,0.4,0.2239,33
3,1,7,10,0,1,1,1,0.8,0.43,0.2537,174
4,1,11,6,0,3,1,1,0.24,0.65,0.194,146
1,0,1,5,0,0,0,1,0.08,0.53,0.194,1
4,0,10,18,0,3,1,3,0.56,1.0,0.1642,140
2,1,5,0,0,3,1,2,0.58,0.83,0.194,35
4,0,12,8,0,3,1,3,0.44,1.0,0.0,86
4,0,11,7,0,4,1,2,0.38,0.94,0.1642,272
3,0,8,5,0,6,0,1,0.6,0.83,0.0,8
4,0,11,12,0,5,1,2,0.48,0.55,0.4925,197
1,1,3,0,0,6,0,3,0.36,0.93,0.0896,22
2,1,4,0,0,0,0,2,0.36,0.76,0.2537,67
4,1,11,6,0,2,1,2,0.34,0.71,0.1642,148
1,0,3,9,0,3,1,1,0.28,0.56,0.2985,148
2,1,6,1,0,2,1,2,0.6,0.78,0.1642,14
4,1,12,1,0,2,1,1,0.42,0.71,0.4478,8
2,1,6,22,0,2,1,1,0.56,0.52,0.1045,193
1,1,1,18,1,1,0,1,0.26,0.33,0.2537,126
4,0,12,14,0,6,0,1,0.28,0.45,0.3582,237
2,1,5,12,0,4,1,1,0.72,0.37,0.194,292
2,0,6,16,0,4,1,1,0.92,0.33,0.1343,200
1,1,1,5,0,4,1,2,0.3,0.75,0.1045,28
2,1,5,11,0,1,1,2,0.54,0.73,0.194,213
1,0,2,8,0,6,0,3,0.2,1.0,0.0896,10
4,1,12,5,0,6,0,1,0.24,0.87,0.0896,13
2,0,5,2,0,4,1,1,0.5,0.94,0.0,15
4,0,12,12,0,2,1,1,0.36,0.43,0.3582,167
4,1,12,17,0,1,1,2,0.4,0.94,0.2537,495
3,1,7,9,0,4,1,1,0.72,0.58,0.1045,327
2,0,5,22,0,5,1,1,0.46,0.72,0.2239,151
2,0,3,13,0,5,1,1,0.32,0.39,0.194,138
2,1,5,19,0,5,1,1,0.64,0.23,0.2537,503
4,1,9,10,0,4,1,2,0.7,0.51,0.2836,208
3,1,8,21,0,2,1,2,0.72,0.74,0.0,317
3,1,9,8,0,1,1,1,0.54,0.77,0.0896,683
3,1,9,20,0,5,1,1,0.62,0.69,0.194,369
3,1,7,2,0,1,1,3,0.7,0.89,0.194,5
1,1,1,3,0,6,0,3,0.14,0.93,0.0896,13
3,0,8,3,0,0,0,2,0.7,0.84,0.1343,32
1,1,12,19,0,6,0,1,0.24,0.48,0.3582,60
3,0,9,13,0,6,0,1,0.74,0.55,0.2836,370
3,1,6,5,0,3,1,1,0.6,0.43,0.2836,36
2,1,5,10,0,2,1,1,0.74,0.7,0.2985,183
3,1,8,10,0,5,1,2,0.76,0.48,0.0,262
2,1,3,16,0,1,1,1,0.48,0.25,0.6418,305
4,0,12,13,0,3,1,2,0.36,0.57,0.1045,133
1,1,2,7,0,4,1,2,0.3,0.7,0.1343,288
3,0,9,14,0,4,1,2,0.64,0.65,0.4179,170
3,0,6,8,0,4,1,2,0.74,0.7,0.194,432
4,0,11,1,0,0,0,1,0.36,0.81,0.0,44
4,1,9,15,0,3,1,1,0.74,0.48,0.2985,300
3,0,8,0,0,4,1,1,0.7,0.45,0.1045,46
3,0,8,9,0,5,1,1,0.72,0.58,0.1045,226
2,0,4,7,0,0,0,1,0.36,0.5,0.3582,16
1,0,2,6,0,2,1,1,0.2,0.32,0.3284,30
2,1,6,18,0,5,1,3,0.62,0.88,0.3582,110
4,1,10,11,0,6,0,1,0.64,0.65,0.2537,647
2,1,4,19,0,1,1,1,0.52,0.34,0.3582,421
4,1,10,23,0,5,1,1,0.58,0.78,0.2239,171
1,1,2,20,0,6,0,3,0.24,0.93,0.194,77
1,0,2,16,0,6,0,1,0.36,0.46,0.2836,171
2,1,4,3,0,0,0,2,0.44,0.82,0.1642,40
3,0,6,0,0,4,1,1,0.72,0.79,0.2239,49
3,0,8,17,0,2,1,2,0.9,0.27,0.1343,556
1,1,3,10,0,5,1,1,0.36,0.5,0.1642,132
2,0,6,21,0,5,1,1,0.76,0.66,0.1343,218
4,0,12,8,0,6,0,2,0.26,0.56,0.2239,59
4,0,11,3,0,1,1,1,0.44,0.88,0.2239,5
2,0,5,6,0,4,1,2,0.6,1.0,0.0896,98
3,1,8,18,0,3,1,1,0.74,0.42,0.1642,812
2,1,5,0,0,0,0,1,0.56,0.64,0.1642,98
3,0,8,20,0,3,1,1,0.76,0.31,0.1343,312
4,0,11,13,0,6,0,1,0.4,0.37,0.1045,355
1,0,2,0,0,6,0,1,0.24,0.52,0.194,28
3,0,7,5,0,6,0,1,0.58,0.78,0.0896,10
